Title	Category		Filename	URL	Date Created	Date
Ep 136 - To Deprive a Citizen His Liberty	History	https://nakedmormonismpodcast.com/episode-136-deprive-citizen-liberty/	Episode 136 notes updated.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-136-to-deprive-a-citizen-his-liberty	Fri, 04 Jan 2019 06:41:34 +0000	1/4/2019 6:41:34
Ep 137 - Emma’ Stairway to Hell	History	https://nakedmormonismpodcast.com/episode-137-emmas-stairway-hell/	Episode 137 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-137-emma-stairway-to-hell	Fri, 11 Jan 2019 07:31:52 +0000	1/11/2019 7:31:52
Ep 138 - Full Faith and Credit with Andrew Torrez	History	https://nakedmormonismpodcast.com/episode-138-full-faith-credit-andrew-torrez/	Episode 138 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-138-full-faith-and-credit-with-andrew-torrez	Fri, 18 Jan 2019 00:33:45 +0000	1/18/2019 0:33:45
Ep 139 - A City of Glass Houses	History	https://nakedmormonismpodcast.com/episode-139-city-glass-houses/	Episode 139 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-139-a-city-of-glass-houses	Wed, 30 Jan 2019 18:00:22 +0000	1/30/2019 18:00:22
Ep 140 - William Miller’s Bible Math	History	https://nakedmormonismpodcast.com/episode-140-william-millers-bible-math/	Episode 140 updated notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-140-william-millers-bible-math	Fri, 01 Feb 2019 04:00:00 +0000	2/1/2019 4:00:00
Ep 141 - Plight of the Unwed Mother	History	https://nakedmormonismpodcast.com/episode-141-plight-unwed-mother/	Episode 141 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-141-plight-of-the-unwed-mother	Fri, 08 Feb 2019 04:00:00 +0000	2/8/2019 4:00:00
Ep 142 - Pistol Packin’ Porter in Prison	History	https://nakedmormonismpodcast.com/episode-142-pistol-packin-porter-prison/	Episode 142 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-142-pistol-packin-porter-in-prison	Fri, 15 Feb 2019 04:30:00 +0000	2/15/2019 4:30:00
Ep 143 - Kinderhoax Plates	History	https://nakedmormonismpodcast.com/episode-143-kinderhoax-plates/	Episode 143 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-143-kinderhoax-plates	Fri, 22 Feb 2019 04:30:00 +0000	2/22/2019 4:30:00
Ep 144 - If You Stir I’ll Shoot; God Damn You!	History	https://nakedmormonismpodcast.com/episode-144-stir-ill-shoot-god-damn/	Episode 144 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-144-if-you-stir-ill-shoot-god-damn-you	Fri, 01 Mar 2019 04:30:00 +0000	3/1/2019 4:30:00
Ep 145 - The Corruption of Their Leaders	History	https://nakedmormonismpodcast.com/episode-145-corruption-leaders/	Episode 145 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-145-the-corruption-of-their-leaders	Fri, 08 Mar 2019 04:30:00 +0000	3/8/2019 4:30:00
Ep 146 - I’ll See My Enemies in Hell	History	https://nakedmormonismpodcast.com/episode-146-ill-see-enemies-hell/	Episode 146 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-146-ill-see-my-enemies-in-hell	Fri, 15 Mar 2019 04:30:52 +0000	3/15/2019 4:30:52
Ep 147 - First They Came	History	https://nakedmormonismpodcast.com/episode-147-first-came/	Episode 147 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-147-first-they-came	Fri, 22 Mar 2019 03:30:00 +0000	3/22/2019 3:30:00
Ep 148 - D&C 132 Pt. 1 the Text	History	https://nakedmormonismpodcast.com/episode-148-dc-132-pt-1-text/	Episode 148 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-148-dc-132-pt-1-the-text	Fri, 29 Mar 2019 05:09:37 +0000	3/29/2019 5:09:37
Ep 149 - D&C 132 Pt. 2 the ConText	History	https://nakedmormonismpodcast.com/episode-149-dc-132-pt-2-context/	Episode 149 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-149-dc-132-pt-2-the-context	Fri, 05 Apr 2019 04:30:19 +0000	4/5/2019 4:30:19
Ep 150 - Helen Mar Kimball	History	https://nakedmormonismpodcast.com/episode-150-helen-mar-kimball/	Episode 150 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-150-helen-mar-kimball	Fri, 12 Apr 2019 04:23:51 +0000	4/12/2019 4:23:51
Ep 151 - Going With the Opposed Votes	History	https://nakedmormonismpodcast.com/episode-151-going-opposed-votes/	Episode 151 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-151-going-with-the-opposed-votes	Fri, 19 Apr 2019 03:25:38 +0000	4/19/2019 3:25:38
Ep 152 - Hiding in Plain Sight; Accult	History	https://nakedmormonismpodcast.com/ep-152-hiding-plain-sight-accult/	Episode 152 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-152-hiding-in-plain-sight-accult	Fri, 26 Apr 2019 02:00:00 +0000	4/26/2019 2:00:00
Ep 153 - D. Michael Quinn pt.1	History	https://nakedmormonismpodcast.com/episode-153-d-michael-quinn-pt-1/	none	https://nakedmormonismpodcast.libsyn.com/ep-153-d-michael-quinn-pt1	Fri, 03 May 2019 02:00:00 +0000	5/3/2019 2:00:00
Ep 153.5 - D. Michael Quinn pt.2	History	https://nakedmormonismpodcast.com/episode-153-5-d-michael-quinn-pt-2/	none	https://nakedmormonismpodcast.libsyn.com/ep-1535-d-michael-quinn-pt2	Fri, 03 May 2019 02:00:00 +0000	5/3/2019 2:00:20
Ep 154 - Jane and Emma	History	https://nakedmormonismpodcast.com/7502-2/	Episode 154 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-154-jane-and-emma	Fri, 10 May 2019 03:00:00 +0000	5/10/2019 3:00:00
Ep 155 - Alexander Neibaur and Kabbalah	History	https://nakedmormonismpodcast.com/episode-155-alexander-neibaur-kabbalah/	Episode 155 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-155-alexander-neibaur-and-kabbalah	Fri, 17 May 2019 02:00:00 +0000	5/17/2019 2:00:00
Ep 156 - Hingepin Rigdon’s Pivotal Trial	History	https://nakedmormonismpodcast.com/episode-156-hingepin-rigdons-pivotal-trial/	Episode 156 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-156-hingepin-rigdons-pivotal-trial	Fri, 24 May 2019 06:46:11 +0000	5/24/2019 6:46:11
Ep 157 - Calling in Sick	History	https://nakedmormonismpodcast.com/episode-157-calling-sick/	none	https://nakedmormonismpodcast.libsyn.com/ep-157-calling-in-sick	Thu, 30 May 2019 18:03:06 +0000	5/30/2019 18:03:06
Ep 158 - The Very Walls Had Ears	History	https://nakedmormonismpodcast.com/episode-158-walls-ears/	Episode 158 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-158-the-very-walls-had-ears	Fri, 07 Jun 2019 03:00:00 +0000	6/7/2019 3:00:00
Ep 159 - Mormon-Native Relations 1830-1840 w/Christopher C. Smith Pt.1	History	https://nakedmormonismpodcast.com/episode-159-mormon-native-relations-1830-1840-wchristopher-c-smith-pt-1/	Episode 159 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-159-mormon-native-relations-1830-1840-wchristopher-c-smith-pt1	Thu, 13 Jun 2019 16:21:18 +0000	6/13/2019 16:21:18
Ep 160 - Mormon-Native Relations 1840-1857 w/Christopher C. Smith Pt.2	History	https://nakedmormonismpodcast.com/episode-160-mormon-native-relations-1840-1857-wchristopher-c-smith-pt-2/	none	https://nakedmormonismpodcast.libsyn.com/ep-160-mormon-native-relations-1840-1857-wchristopher-c-smith-pt2	Fri, 21 Jun 2019 15:37:53 +0000	6/21/2019 15:37:53
Ep 161 - The Mormon Seraglio	History	https://nakedmormonismpodcast.com/episode-161-mormon-seraglio/	Episode 161 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-161-the-mormon-seraglio	Fri, 28 Jun 2019 01:46:15 +0000	6/28/2019 1:46:15
Ep 162 - Walker v. Hoge; Political Chess	History	https://nakedmormonismpodcast.com/episode-162-walker-v-hoge-political-chess/	Episode 162 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-162-walker-v-hoge-political-chess	Fri, 05 Jul 2019 03:00:00 +0000	7/5/2019 3:00:00
Ep 163 - Live and Die by the Law	History	https://nakedmormonismpodcast.com/episode-163-live-die-law/	Episode 163 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/episode-163-live-and-die-by-the-law	Fri, 12 Jul 2019 04:11:17 +0000	7/12/2019 4:11:17
Ep 164 - Blade, Nor Bullet, Nor Poison Can Harm Them	History	https://nakedmormonismpodcast.com/episode-164-blade-bullet-poison-can-harm/	Episode 164 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-164-blade-nor-bullet-nor-poison-can-harm-them	Fri, 19 Jul 2019 03:00:00 +0000	7/19/2019 3:00:00
Ep 165 - Stone Rolling Through Fluid Morality	History	https://nakedmormonismpodcast.com/episode-165-stone-rolling-fluid-morality/	Episode 165 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-165-stone-rolling-through-fluid-morality	Fri, 26 Jul 2019 03:00:00 +0000	7/26/2019 3:00:00
Ep 166 - Joseph Smith’s POTUS Platform & Latter-day Lesbian	History	https://nakedmormonismpodcast.com/episode-166-joseph-smiths-potus-platform-latter-day-lesbian/	Episode 166 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-166-joseph-smiths-potus-platform-latter-day-lesbian	Wed, 31 Jul 2019 13:36:50 +0000	7/31/2019 13:36:50
Ep 167 - The Next Mormons with Jana Riess and Benjamin Knoll	History	https://nakedmormonismpodcast.com/episode-167-next-mormons-jana-riess-benjamin-knoll/	none	https://nakedmormonismpodcast.libsyn.com/ep-167-the-next-mormons-with-jana-riess-and-benjamin-knoll	Fri, 09 Aug 2019 03:00:00 +0000	8/9/2019 3:00:00
Ep 168 - Council of Fifty Pt. 1 William Clayton	History	https://nakedmormonismpodcast.com/episode-168-council-fifty-pt-1-william-clayton/	Episode 168 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-168-council-of-fifty-pt-1-william-clayton	Fri, 16 Aug 2019 03:00:00 +0000	8/16/2019 3:00:00
Ep 169 - Council of Fifty Pt. 2 Conception, Conjugation, Conglomeration	History	https://nakedmormonismpodcast.com/episode-169-council-fifty-pt-2-conception-conjugation-conglomeration/	Episode 169 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-169-council-of-fifty-pt-2-conception-conjugation-conglomeration	Fri, 23 Aug 2019 03:00:00 +0000	8/23/2019 3:00:00
Ep 170 - Council of Fifty Pt. 3 Conflagration	History	https://nakedmormonismpodcast.com/episode-170-council-fifty-pt-3-conflagration/	Episode 170 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-170-council-of-fifty-pt-3-conflagration	Fri, 30 Aug 2019 03:00:00 +0000	8/30/2019 3:00:00
Ep 171 - Horse Thief Daniel Avery	History	https://nakedmormonismpodcast.com/episode-171-horse-thief-daniel-avery/	Episode 171 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-171-horse-thief-daniel-avery	Fri, 06 Sep 2019 03:00:00 +0000	9/6/2019 3:00:00
Ep 172 - HORRIBLE MORMON MURDER	History	https://nakedmormonismpodcast.com/episode-172-horrible-mormon-murder/	Episode 172 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-172-horrible-mormon-murder	Fri, 13 Sep 2019 03:00:00 +0000	9/13/2019 3:00:00
Ep 173 - Emma’s My Hero	History	https://nakedmormonismpodcast.com/episode-173-emmas-hero/	Episode 173 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-173-emmas-my-hero	Fri, 20 Sep 2019 02:00:00 +0000	9/20/2019 2:00:00
Ep 174 - Legal Polygamy w/ Philippa Meek Pt. 1	History	https://nakedmormonismpodcast.com/episode-174-legal-polygamy-w-philippa-meek-pt-1/	none	https://nakedmormonismpodcast.libsyn.com/ep-174-legal-polygamy-w-philippa-meek-pt-1	Fri, 27 Sep 2019 02:00:00 +0000	9/27/2019 2:00:00
Ep 175 - Legal Polygamy w/ Philippa Meek Pt. 2	History	https://nakedmormonismpodcast.com/episode-175-legal-polygamy-w-philippa-meek-pt-2/	none	https://nakedmormonismpodcast.libsyn.com/ep-175-legal-polygamy-w-philippa-meek-pt-2	Fri, 04 Oct 2019 02:00:00 +0000	10/4/2019 2:00:00
Ep 176 - Smith-entheogen Theory at JWHA 2019	History	https://nakedmormonismpodcast.com/episode-176-smith-entheogen-theory-jwha-2019/	Episode 176 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-176-smith-entheogen-theory-at-jwha-2019	Fri, 11 Oct 2019 02:00:00 +0000	10/11/2019 2:00:00
Ep 177 - Jo 3.0 Boy Prophet, Seer, & Revelator	History	https://nakedmormonismpodcast.com/episode-177-jo-3-0-boy-prophet-seer-revelator/	Episode 177 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-177-jo-30-boy-prophet-seer-revelator	Fri, 18 Oct 2019 15:16:32 +0000	10/18/2019 15:16:32
Ep 178 - William Judas Law; Rat Patrol	History	https://nakedmormonismpodcast.com/7691-2/	Ep 178 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-178-william-judas-law-rat-patrol	Fri, 25 Oct 2019 02:00:00 +0000	10/25/2019 2:00:00
Ep 179 - William Brutus Marks; Rat Patrol	History	https://nakedmormonismpodcast.com/episode-179-william-brutus-marks-rat-patrol/	Episode 179 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-179-william-brutus-marks-rat-patrol	Fri, 01 Nov 2019 02:00:00 +0000	11/1/2019 2:00:00
Ep 180 - Mormons v. Carthaginians	History	https://nakedmormonismpodcast.com/episode-180-mormons-v-carthaginians/	Episode 180 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-180-mormons-v-carthaginians	Fri, 08 Nov 2019 04:00:00 +0000	11/8/2019 4:00:00
Ep 181 - Green Mountain Masons	History	https://nakedmormonismpodcast.com/episode-181-green-mountain-masons/	Episode 181 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-181-green-mountain-masons	Fri, 15 Nov 2019 04:00:00 +0000	11/15/2019 4:00:00
Ep 182 - Patterns of Eliza R. Snow	History	https://nakedmormonismpodcast.com/episode-182-patterns-eliza-r-snow/	Episode 182 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-182-patterns-of-eliza-r-snow	Fri, 22 Nov 2019 04:00:00 +0000	11/22/2019 4:00:00
Ep 183 - The Lost 116 Pages w/Don Bradley	History	https://nakedmormonismpodcast.com/episode-183-lost-116-pages-wdon-bradley/	Episode 183 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-183-the-lost-116-pages-wdon-bradley	Fri, 29 Nov 2019 18:21:14 +0000	11/29/2019 18:21:14
Ep 184 - The Power of a Mormon POTUS	History	https://nakedmormonismpodcast.com/episode-184-power-mormon-potus/	Episode 184 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-184-the-power-of-a-mormon-potus	Fri, 06 Dec 2019 04:00:00 +0000	12/6/2019 4:00:00
Ep 185 - “A FRIENDLY HINT TO MISSOURI”	History	https://nakedmormonismpodcast.com/ep-185-friendly-hint-missouri/	Episode 185 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-185-a-friendly-hint-to-missouri	Fri, 13 Dec 2019 04:00:00 +0000	12/13/2019 4:00:00
Ep 186 - The Entheogenic Origins of Mormonism: A Working Hypothesis pt.1	History	https://nakedmormonismpodcast.com/episode-186-entheogenic-origins-mormonism-working-hypothesis-pt-1/	Episode 186 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-186-the-entheogenic-origins-of-mormonism-a-working-hypothesis-pt1	Fri, 20 Dec 2019 04:00:00 +0000	12/20/2019 4:00:00
Ep 187 - The Entheogenic Origins of Mormonism: A Working Hypothesis pt.2	History	https://nakedmormonismpodcast.com/ep-187-entheogenic-origins-mormonism-working-hypothesis-pt-2/	Episode 187 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-187-the-entheogenic-origins-of-mormonism-a-working-hypothesis-pt2	Fri, 27 Dec 2019 04:00:00 +0000	12/27/2019 4:00:00
Ep 188 - The Entheogenic Origins of Mormonism: A Working Hypothesis pt. 3	History	https://nakedmormonismpodcast.com/episode-188-entheogenic-origins-mormonism-working-hypothesis-pt-3/	Episode 188 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-188-the-entheogenic-origins-of-mormonism-a-working-hypothesis-pt-3	Fri, 03 Jan 2020 04:00:00 +0000	1/3/2020 4:00:00
Ep 189 - The Next Mormon Settlement	History	https://nakedmormonismpodcast.com/ep-189-next-mormon-settlement/	Episode 189 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-189-the-next-mormon-settlement	Fri, 10 Jan 2020 04:00:00 +0000	1/10/2020 4:00:00
Ep 190 - Joseph Fought Polygamy	History	https://nakedmormonismpodcast.com/ep-190-joseph-fought-polygamy/	Episode 190 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-190-joseph-fought-polygamy	Fri, 17 Jan 2020 04:00:00 +0000	1/17/2020 4:00:00
Ep 191 - Book of the Law of the Lord (BoLoL)	History	https://nakedmormonismpodcast.com/ep-191-book-law-lord-bolol/	Episode 191 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-191-book-of-the-law-of-the-lord-bolol	Fri, 24 Jan 2020 06:31:54 +0000	1/24/2020 6:31:54
Ep 192 - Called and Numbered with the Chosen	History	https://nakedmormonismpodcast.com/episode-192-called-numbered-chosen/	Episode 192 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-192-called-and-numbered-with-the-chosen	Fri, 31 Jan 2020 04:00:00 +0000	1/31/2020 4:00:00
Ep 193 - King Follett pt. 1 The Man	History	https://nakedmormonismpodcast.com/episode-193-king-follett-pt-1-man/	Episode 193 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-193-king-follett-pt-1-the-man	Fri, 07 Feb 2020 04:00:00 +0000	2/7/2020 4:00:00
Ep 194 - King Follet pt. 2 The Myth	History	https://nakedmormonismpodcast.com/episode-194-king-follet-pt-2-myth/	Episode 194 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-194-king-follet-pt-2-the-myth	Fri, 14 Feb 2020 06:34:48 +0000	2/14/2020 6:34:48
Ep 195 - King Follett Discourse pt. 3 A Legend that Never Dies	History	https://nakedmormonismpodcast.com/episode-195-king-follett-discourse-pt-3-legend-never-dies/	Episode 195 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-195-king-follett-discourse-pt-3-a-legend-that-never-dies	Fri, 21 Feb 2020 04:00:00 +0000	2/21/2020 4:00:00
Ep 196 - Joseph Smith Assassination Plot	History	https://nakedmormonismpodcast.com/episode-196-joseph-smith-assassination-plot/	Episode 196 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-196-joseph-smith-assassination-plot	Fri, 28 Feb 2020 04:00:00 +0000	2/28/2020 4:00:00
Ep 197 - Fostered Dissent	History	https://nakedmormonismpodcast.com/episode-197-fostered-dissent/	Episode 197 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-197-fostered-dissent	Fri, 06 Mar 2020 04:00:00 +0000	3/6/2020 4:00:00
Ep 198 - Higbee Dissent	History	https://nakedmormonismpodcast.com/episode-198-higbee-dissent/	Episode 198 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-198-higbee-dissent	Fri, 13 Mar 2020 03:00:00 +0000	3/13/2020 3:00:00
Ep 199 - Lawful Dissent	History	https://nakedmormonismpodcast.com/episode-199-lawful-dissent/	Episode 199 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-199-lawful-dissent	Fri, 20 Mar 2020 16:45:52 +0000	3/20/2020 16:45:52
Ep 200 - The Nauvoo Expositor & Zion	History	https://nakedmormonismpodcast.com/episode-200-nauvoo-expositor-zion/	Episode 200 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-200-the-nauvoo-expositor-zion	Fri, 27 Mar 2020 08:47:37 +0000	3/27/2020 8:47:37
Ep 201 - Nauvoo Expositor: A Hat Full of Money	History	https://nakedmormonismpodcast.com/7902-2/	Episode 201 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-201-nauvoo-expositor-a-hat-full-of-money	Fri, 03 Apr 2020 13:57:52 +0000	4/3/2020 13:57:52
Q&A 4-6-2020	SpEdEp			https://nakedmormonismpodcast.libsyn.com/qa-4-6-2020	Tue, 07 Apr 2020 03:00:32 +0000	4/7/2020 3:00:32
Ep 202 - Nauvoo Expositor: Destruction	History	https://nakedmormonismpodcast.com/episode-202-nauvoo-expositor-destruction/	Episode 202 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-202-nauvoo-expositor-destruction	Fri, 10 Apr 2020 05:22:57 +0000	4/10/2020 5:22:57
Ep 203 - Illinois-Mormon War of Extermination	History	https://nakedmormonismpodcast.com/episode-203-illinois-mormon-war-extermination/	Episode 203 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-203-illinois-mormon-war-of-extermination	Fri, 17 Apr 2020 03:00:00 +0000	4/17/2020 3:00:00
Ep 204 - Joseph H. Jackson and Nauvoo Bogus	History	https://nakedmormonismpodcast.com/episode-204-joseph-h-jackson-nauvoo-bogus/	Episode 204 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-204-joseph-h-jackson-and-nauvoo-bogus	Fri, 24 Apr 2020 03:00:00 +0000	4/24/2020 3:00:00
Ep 205 - An Inevitable Riot and a Sham Trial	History	https://nakedmormonismpodcast.com/episode-205-inevitable-riot-sham-trial/	Episode 205 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-205-an-inevitable-riot-and-a-sham-trial	Fri, 01 May 2020 03:00:00 +0000	5/1/2020 3:00:00
Ep 206 - I’d’ve Gone West and Raised A Mightier People	History	https://nakedmormonismpodcast.com/episode-206-idve-gone-west-raised-mightier-people/	Episode 206 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-206-idve-gone-west-and-raised-a-mightier-people	Fri, 08 May 2020 03:00:00 +0000	5/8/2020 3:00:00
Ep 207 - “His Blood Would Be Shed”	History	https://nakedmormonismpodcast.com/episode-207-blood-shed/	Episode 207 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-207-his-blood-would-be-shed	Fri, 15 May 2020 03:00:00 +0000	5/15/2020 3:00:00
Ep 208 - A Fateful Crossing of the Mississippi	History	https://nakedmormonismpodcast.com/episode-208-fateful-crossing-mississippi/	Episode 208 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-208-a-fateful-crossing-of-the-mississippi	Fri, 22 May 2020 03:00:00 +0000	5/22/2020 3:00:00
Ep 209 - “We Will Be Reconciled to Our Fate”	History	https://nakedmormonismpodcast.com/episode-209-will-reconciled-fate/	Episode 209 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-209-we-will-be-reconciled-to-our-fate	Fri, 29 May 2020 03:00:00 +0000	5/29/2020 3:00:00
Ep 210 - First Night in Carthage Jail	History	https://nakedmormonismpodcast.com/episode-210-first-night-carthage-jail/	Episode 210 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-210-first-night-in-carthage-jail	Fri, 05 Jun 2020 03:00:00 +0000	6/5/2020 3:00:00
Ep 211 - “I Think You Are Perfectly Safe”	History	https://nakedmormonismpodcast.com/episode-211-think-perfectly-safe/	Episode 211 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-211-i-think-you-are-perfectly-safe	Fri, 12 Jun 2020 03:00:00 +0000	6/12/2020 3:00:00
Ep 212 - Emma Smith, Linda Newell, and Valeen Avery	History	https://nakedmormonismpodcast.com/episode-212-emma-smith-linda-newell-valeen-avery/	Episode 212 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-212-emma-smith-linda-newell-and-valeen-avery	Fri, 19 Jun 2020 03:00:00 +0000	6/19/2020 3:00:00
Ep 213 - With Useful Studies Store Your Mind	History	https://nakedmormonismpodcast.com/episode-213-useful-studies-store-mind/	Episode 213 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-213-with-useful-studies-store-your-mind	Fri, 26 Jun 2020 03:00:00 +0000	6/26/2020 3:00:00
Ep 214 - Mormonism From Its Infancy	History	https://nakedmormonismpodcast.com/episode-214-mormonism-infancy/	Episode 214 notes.docx.markdown	https://nakedmormonismpodcast.libsyn.com/ep-214-mormonism-from-its-infancy	Fri, 03 Jul 2020 03:00:00 +0000	7/3/2020 3:00:00
Road to Carthage 1 - Avarice	History	https://nakedmormonismpodcast.com/road-carthage-1-avarice/	1 - Greed (script).docx.markdown	https://nakedmormonismpodcast.libsyn.com/road-to-carthage-1-avarice	Fri, 10 Jul 2020 03:00:00 +0000	7/10/2020 3:00:00